# Pathway Id	Pathway Name	Gene Id	Gene Name	Perturbation	Accumulator	pValue
path:hsa03460	Fanconi anemia pathway - Enriched	2188	FANCF	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-205-5p	hsa-miR-205-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2187	FANCB	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	ISG15	ISG15	2.25	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	29935	RPA4	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-34a-5p	hsa-miR-34a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	100526739	CENPS-CORT	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-221-3p	hsa-miR-221-3p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	57697	FANCM	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	545	ATR	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	2178	FANCE	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-20a-5p	hsa-miR-20a-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-31-5p	hsa-miR-31-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	5888	RAD51	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-1245a	hsa-miR-1245a	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	5889	RAD51C	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	80010	RMI1	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-146b-5p	hsa-miR-146b-5p	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-107	hsa-miR-107	0.0	0.0	1.0
path:hsa03460	Fanconi anemia pathway - Enriched	hsa-miR-145-5p	hsa-miR-145-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	122011	CSNK1A1L	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1460	CSNK2B	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-195-3p	hsa-miR-195-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-99b-3p	hsa-miR-99b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	144165	PRICKLE1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1459	CSNK2A2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-106a-3p	hsa-miR-106a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-137	hsa-miR-137	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-30c-5p	hsa-miR-30c-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1457	CSNK2A1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6907	TBL1X	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4609	MYC	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	343637	RSPO4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-19b-1-5p	hsa-miR-19b-1-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-548m	hsa-miR-548m	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-193a-3p	hsa-miR-193a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-371a-3p	hsa-miR-371a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-302c-5p	hsa-miR-302c-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1454	CSNK1E	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-375	hsa-miR-375	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-503-3p	hsa-miR-503-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-205-3p	hsa-miR-205-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1452	CSNK1A1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-146a-5p	hsa-miR-146a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-93-5p	hsa-miR-93-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-518c-3p	hsa-miR-518c-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-561-3p	hsa-miR-561-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-24-3p	hsa-miR-24-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-130a-3p	hsa-miR-130a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-519d-3p	hsa-miR-519d-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	81839	VANGL1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-503-5p	hsa-miR-503-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	54361	WNT4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7c-5p	hsa-let-7c-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-378a-3p	hsa-miR-378a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-29c-5p	hsa-miR-29c-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-129-2-3p	hsa-miR-129-2-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-30d-3p	hsa-miR-30d-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-302d-3p	hsa-miR-302d-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-493-3p	hsa-miR-493-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-204-5p	hsa-miR-204-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-181a-2-3p	hsa-miR-181a-2-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-183-3p	hsa-miR-183-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-20a-3p	hsa-miR-20a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-101-5p	hsa-miR-101-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-367-3p	hsa-miR-367-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-504-3p	hsa-miR-504-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-605-5p	hsa-miR-605-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	283106	CSNK2A3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-129-1-3p	hsa-miR-129-1-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-302c-3p	hsa-miR-302c-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-515-5p	hsa-miR-515-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-93-3p	hsa-miR-93-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	815	CAMK2A	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	816	CAMK2B	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-371a-5p	hsa-miR-371a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	817	CAMK2D	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	818	CAMK2G	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-516a-3p	hsa-miR-516a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-744-5p	hsa-miR-744-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-130a-5p	hsa-miR-130a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-194-5p	hsa-miR-194-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-150-3p	hsa-miR-150-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-519d-5p	hsa-miR-519d-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-296-5p	hsa-miR-296-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1488	CTBP2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7d-3p	hsa-let-7d-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1487	CTBP1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-183-5p	hsa-miR-183-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-20a-5p	hsa-miR-20a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5601	MAPK9	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6932	TCF7	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5602	MAPK10	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6934	TCF7L2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-124-5p	hsa-miR-124-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4772	NFATC1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	102800317	TPTEP2-CSNK1E	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4773	NFATC2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-101-3p	hsa-miR-101-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	80319	CXXC4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-19a-5p	hsa-miR-19a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-184	hsa-miR-184	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-92a-3p	hsa-miR-92a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7b-3p	hsa-let-7b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-1285-3p	hsa-miR-1285-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7a-2-3p	hsa-let-7a-2-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-25-5p	hsa-miR-25-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-30e-3p	hsa-miR-30e-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	80326	WNT10A	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1499	CTNNB1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-501-5p	hsa-miR-501-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-494-3p	hsa-miR-494-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-199a-3p	hsa-miR-199a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-215-5p	hsa-miR-215-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-449a	hsa-miR-449a	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-1-3p	hsa-miR-1-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-19b-3p	hsa-miR-19b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-150-5p	hsa-miR-150-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	2239	GPC4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-203a-5p	hsa-miR-203a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-502-3p	hsa-miR-502-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	1387	CREBBP	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-483-3p	hsa-miR-483-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4775	NFATC3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-550a-5p	hsa-miR-550a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4776	NFATC4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-371b-3p	hsa-miR-371b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-124-3p	hsa-miR-124-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-25-3p	hsa-miR-25-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5880	RAC2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5881	RAC3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	57680	CHD8	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-195-5p	hsa-miR-195-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-134-5p	hsa-miR-134-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-502-5p	hsa-miR-502-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-19a-3p	hsa-miR-19a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-644a	hsa-miR-644a	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7b-5p	hsa-let-7b-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-198	hsa-miR-198	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-377-3p	hsa-miR-377-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	2487	FRZB	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-146a-3p	hsa-miR-146a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-3188	hsa-miR-3188	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5879	RAC1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	22943	DKK1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5530	PPP3CA	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-100-5p	hsa-miR-100-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6500	SKP1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5532	PPP3CB	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-205-5p	hsa-miR-205-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7c-3p	hsa-let-7c-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-30d-5p	hsa-miR-30d-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-203a-3p	hsa-miR-203a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	57216	VANGL2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-302d-5p	hsa-miR-302d-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-92b-3p	hsa-miR-92b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	340419	RSPO2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-409-3p	hsa-miR-409-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-371b-5p	hsa-miR-371b-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-219a-5p	hsa-miR-219a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	4316	MMP7	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-145-5p	hsa-miR-145-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-199b-3p	hsa-miR-199b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-340-5p	hsa-miR-340-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5663	PSEN1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-770-5p	hsa-miR-770-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-214-3p	hsa-miR-214-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-375-3p	hsa-miR-375-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	2033	EP300	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-134-3p	hsa-miR-134-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-506-3p	hsa-miR-506-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-21-5p	hsa-miR-21-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-490-3p	hsa-miR-490-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-30a-3p	hsa-miR-30a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5533	PPP3CC	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5534	PPP3R1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	79816	TLE6	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5535	PPP3R2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-18a-5p	hsa-miR-18a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-148b-3p	hsa-miR-148b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	rno-miR-194-5p	rno-miR-194-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-23b-3p	hsa-miR-23b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-152-3p	hsa-miR-152-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	64321	SOX17	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6885	MAP3K7	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-100-3p	hsa-miR-100-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-582-3p	hsa-miR-582-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-128-1-5p	hsa-miR-128-1-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-655-5p	hsa-miR-655-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-202-3p	hsa-miR-202-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-26a-2-3p	hsa-miR-26a-2-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-18b-3p	hsa-miR-18b-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-122-5p	hsa-miR-122-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	10023	FRAT1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-185-5p	hsa-miR-185-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-145-3p	hsa-miR-145-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-148a-5p	hsa-miR-148a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-885-5p	hsa-miR-885-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-214-5p	hsa-miR-214-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-21-3p	hsa-miR-21-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-506-5p	hsa-miR-506-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	mmu-miR-24-2-5p	mmu-miR-24-2-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7g-3p	hsa-let-7g-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	51384	WNT16	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	894	CCND2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-186-5p	hsa-miR-186-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	896	CCND3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-328-3p	hsa-miR-328-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	54894	RNF43	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	7855	FZD5	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	7976	FZD3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	8945	BTRC	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-18a-3p	hsa-miR-18a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-574-5p	hsa-miR-574-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	79718	TBL1XR1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-16-1-3p	hsa-miR-16-1-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-200c-5p	hsa-miR-200c-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-144-5p	hsa-miR-144-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5330	PLCB2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-199a-5p	hsa-miR-199a-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-23b-5p	hsa-miR-23b-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5331	PLCB3	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5332	PLCB4	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6423	SFRP2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6422	SFRP1	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-215-3p	hsa-miR-215-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-769-5p	hsa-miR-769-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7f-5p	hsa-let-7f-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	102723796	TLE7	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-489-3p	hsa-miR-489-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5566	PRKACA	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5567	PRKACB	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5568	PRKACG	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-122-3p	hsa-miR-122-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	11211	FZD10	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-424-5p	hsa-miR-424-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-2861	hsa-miR-2861	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-520a-3p	hsa-miR-520a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	5582	PRKCG	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-342-3p	hsa-miR-342-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-504-5p	hsa-miR-504-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-373-5p	hsa-miR-373-5p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	23401	FRAT2	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	147111	NOTUM	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-23a-3p	hsa-miR-23a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-let-7e-3p	hsa-let-7e-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-133a-3p	hsa-miR-133a-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-1826	hsa-miR-1826	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	hsa-miR-224-3p	hsa-miR-224-3p	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6425	SFRP5	0.0	0.0	1.0
path:hsa04310	Wnt signaling pathway - Enriched	6424	SFRP4	0.0	0.0	1.0
