Organism	Node	Score
Rat	362760	0
Rat	313878	0
Rat	494342	0
Rat	cpd:C01222	0
Rat	84595	0
Rat	498941	0
Rat	293705	0
Rat	84590	0
Rat	287275	0
Rat	287276	0
Rat	cpd:C00381	0
Rat	94189	0
Rat	85237	0
Rat	cpd:C04500	0
Rat	cpd:C03410	0
Rat	84385	0
Rat	361207	0
Rat	293719	0
Rat	85471	0
Rat	292876	0
Rat	293967	0
Rat	chebi:57527	0
Rat	chebi:57523	0
Rat	25532	0
Rat	25531	0
Rat	25533	0
Rat	500616	0
Rat	299266	0
Rat	89829	0
Rat	84379	0
Rat	cpd:C01246	0
Rat	494320	0
Rat	25530	0
Rat	690037	0
Rat	314949	0
Rat	302972	0
Rat	691120	0
Rat	cpd:C05847	0
Rat	362547	0
Rat	287054	0
Rat	302931	0
Rat	hsa-miR-96-5p	0
Rat	chebi:57997	0
Rat	292485	0
Rat	83627	0
Rat	690407	0
Rat	cpd:C02985	0
Rat	cpd:C00325	0
Rat	309331	0
Rat	29545	0
Rat	293587	0
Rat	246117	0
Rat	79120	0
Rat	83619	4.82028131661313
Rat	261736	0
Rat	362567	0
Rat	362566	0
Rat	117054	0
Rat	310324	0
Rat	25197	0
Rat	310326	0
Rat	296627	0
Rat	296624	0
Rat	246324	0
Rat	302915	0
Rat	113910	0
Rat	291171	0
Rat	117044	0
Rat	312710	0
Rat	117287	0
Rat	170501	0
Rat	300743	0
Rat	316091	0
Rat	300741	0
Rat	287920	0
Rat	56042	0
Rat	311881	0
Rat	361258	0
Rat	cpd:C00357	0
Rat	361014	0
Rat	311633	0
Rat	59318	0
Rat	cpd:C00353	0
Rat	689404	0
Rat	cpd:C00352	0
Rat	365619	0
Rat	362342	0
Rat	307382	0
Rat	117039	0
Rat	310306	0
Rat	295956	0
Rat	300950	0
Rat	25388	0
Rat	689226	0
Rat	308440	0
Rat	362599	0
Rat	361268	0
Rat	25387	0
Rat	311847	0
Rat	300724	0
Rat	290279	0
Rat	29758	0
Rat	29750	0
Rat	83422	0
Rat	311856	0
Rat	312703	0
Rat	363455	0
Rat	291132	0
Rat	294400	0
Rat	rno-miR-182	0
Rat	362133	0
Rat	60333	0
Rat	363464	0
Rat	309512	0
Rat	309995	0
Rat	317381	0
Rat	300948	0
Rat	293561	0
Rat	56084	0
Rat	60349	0
Rat	rno-miR-15b-5p	0
Rat	25373	0
Rat	25376	0
Rat	311836	0
Rat	306257	0
Rat	24773	0
Rat	25425	0
Rat	245977	0
Rat	25548	0
Rat	170568	0
Rat	60575	0
Rat	29300	0
Rat	192155	0
Rat	25350	0
Rat	50683	0
Rat	494021	0
Rat	84395	0
Rat	361391	0
Rat	25172	0
Rat	50662	0
Rat	362077	0
Rat	362076	0
Rat	171106	0
Rat	296541	0
Rat	311783	0
Rat	290842	0
Rat	499914	0
Rat	292058	0
Rat	307639	0
Rat	290551	0
Rat	chebi:57844	0
Rat	cpd:C00030	0
Rat	81508	0
Rat	cpd:C00576	0
Rat	cpd:C00114	0
Rat	114123	0
Rat	cpd:C00719	0
Rat	85254	0
Rat	chebi:57433	0
Rat	chebi:13193	0
Rat	chebi:58251	0
Rat	chebi:58065	0
Rat	246150	0
Rat	171138	0
Rat	63883	0
Rat	681190	0
Rat	367302	0
Rat	117018	0
Rat	84020	0
Rat	chebi:58307	0
Rat	296925	0
Rat	298942	0
Rat	117024	0
Rat	cpd:C00248	0
Rat	303272	0
Rat	cpd:C00322	0
Rat	171151	0
Rat	100169747	0
Rat	cpd:C00449	0
Rat	360975	0
Rat	chebi:58672	0
Rat	364975	0
Rat	chebi:58937	0
Rat	300723	0
Rat	29416	0
Rat	cpd:C00450	0
Rat	299201	0
Rat	chebi:61185	0
Rat	chebi:60175	0
Rat	chebi:16187	0
Rat	cpd:C03366	0
Rat	chebi:57378	0
Rat	chebi:58321	0
Rat	chebi:57332	0
Rat	140728	0
Rat	140729	0
Rat	116600	0
Rat	24239	0
Rat	50688	0
Rat	300992	0
Rat	140725	0
Rat	140727	0
Rat	300993	0
Rat	300757	0
Rat	367166	0
Rat	360904	0
Rat	chebi:28481	0
Rat	294673	0
Rat	cpd:C01132	0
Rat	cpd:C00059	0
Rat	chebi:63512	0
Rat	chebi:63513	0
Rat	chebi:63873	0
Rat	chebi:63511	0
Rat	chebi:63505	0
Rat	chebi:63868	0
Rat	chebi:63516	0
Rat	chebi:63517	0
Rat	chebi:63515	0
Rat	chebi:63519	0
Rat	65023	0
Rat	65199	0
Rat	116695	0
Rat	56817	0
Rat	65180	0
Rat	259243	0
Rat	rno-miR-223-3p	0
Rat	65195	0
Rat	64672	0
Rat	29701	0
Rat	25349	0
Rat	294141	0
Rat	315611	0
Rat	114593	0
Rat	58950	0
Rat	81574	0
Rat	308405	0
Rat	rno-miR-145-5p	0
Rat	29715	0
Rat	29710	0
Rat	rno-miR-151-5p	0
Rat	78956	0
Rat	497770	0
Rat	24598	0
Rat	25722	0
Rat	83535	0
Rat	29248	0
Rat	58971	0
Rat	25560	0
Rat	24245	0
Rat	24246	0
Rat	24766	0
Rat	29132	0
Rat	171140	0
Rat	24211	0
Rat	116601	0
Rat	24212	0
Rat	24213	0
Rat	287419	0
Rat	25665	0
Rat	24215	0
Rat	25262	0
Rat	84488	0
Rat	116831	0
Rat	59299	0
Rat	25679	0
Rat	29639	0
Rat	25391	0
Rat	170630	0
Rat	116564	0
Rat	29599	0
Rat	29598	0
Rat	140447	0
Rat	140448	0
Rat	25390	0
Rat	25400	0
Rat	689560	0
Rat	63847	0
Rat	63848	0
Rat	245956	0
Rat	81678	0
Rat	rno-miR-135a-5p	0
Rat	29600	0
Rat	362013	0
Rat	29686	0
Rat	63851	0
Rat	24603	0
Rat	24602	0
Rat	29693	0
Rat	29571	0
Rat	25650	0
Rat	361618	0
Rat	89821	0
Rat	289596	0
Rat	301323	0
Rat	chebi:58115	0
Rat	85241	0
Rat	65024	0
Rat	25103	0
Rat	25302	0
Rat	25753	0
Rat	170945	0
Rat	54240	0
Rat	25590	0
Rat	81721	0
Rat	79557	0
Rat	29422	0
Rat	54239	0
Rat	171131	0
Rat	64830	0
Rat	64832	0
Rat	29503	0
Rat	25549	0
Rat	140592	0
Rat	cpd:C05577	0
Rat	116470	0
Rat	25716	0
Rat	24803	0
Rat	24904	0
Rat	293645	0
Rat	25558	0
Rat	25012	0
Rat	84556	0
Rat	307947	0
Rat	362798	0
Rat	362519	0
Rat	306594	0
Rat	315508	0
Rat	308503	0
Rat	300149	0
Rat	295107	0
Rat	chebi:58369	0
Rat	290741	0
Rat	685579	0
Rat	29223	0
Rat	29261	0
Rat	365985	0
Rat	chebi:58450	0
Rat	64045	0
Rat	chebi:57667	0
Rat	chebi:246422	0
Rat	313560	0
Rat	chebi:60471	0
Rat	chebi:63740	0
Rat	24183	0
Rat	24184	0
Rat	83782	0
Rat	chebi:58245	0
Rat	chebi:57673	0
Rat	619580	0
Rat	497778	0
Rat	301622	0
Rat	chebi:57930	0
Rat	294521	0
Rat	102238592	0
Rat	314416	0
Rat	chebi:61555	0
Rat	299976	0
Rat	chebi:58595	0
Rat	303179	0
Rat	chebi:58593	0
Rat	chebi:57566	0
Rat	chebi:73316	0
Rat	298410	0
Rat	311833	0
Rat	chebi:63528	0
Rat	chebi:57453	0
Rat	191575	0
Rat	chebi:57451	0
Rat	cpd:C07591	0
Rat	58953	0
Rat	501103	0
Rat	cpd:C00601	0
Rat	chebi:64689	0
Rat	chebi:64681	0
Rat	chebi:63590	0
Rat	cpd:C07481	0
Rat	chebi:57905	0
Rat	171522	0
Rat	cpd:C00612	0
Rat	cpd:C19585	0
Rat	cpd:C19586	0
Rat	54246	0
Rat	58962	0
Rat	310848	0
Rat	140925	0
Rat	cpd:C09315	0
Rat	297433	0
Rat	81869	0
Rat	cpd:C19594	0
Rat	cpd:C19595	0
Rat	chebi:40574	0
Rat	29487	0
Rat	cpd:C00747	0
Rat	cpd:C00745	0
Rat	cpd:C08357	0
Rat	362196	0
Rat	80773	0
Rat	cpd:C18270	0
Rat	501110	0
Rat	cpd:C00870	0
Rat	113992	0
Rat	chebi:326268	0
Rat	cpd:C18275	0
Rat	cpd:C05130	0
Rat	cpd:C10847	0
Rat	chebi:225238	0
Rat	57300	0
Rat	chebi:63797	0
Rat	cpd:C07557	0
Rat	cpd:C00805	0
Rat	cpd:C07561	0
Rat	chebi:32701	0
Rat	cpd:C07443	0
Rat	chebi:133667	0
Rat	291084	0
Rat	688536	0
Rat	499353	0
Rat	286989	0
Rat	503103	0
Rat	25086	0
Rat	29443	0
Rat	cpd:C07458	0
Rat	cpd:C07585	0
Rat	cpd:C08313	0
Rat	cpd:C07588	0
Rat	cpd:C10998	0
Rat	cpd:C18237	0
Rat	cpd:C08317	0
Rat	310903	0
Rat	cpd:C07108	0
Rat	cpd:C02180	0
Rat	290623	0
Rat	24894	0
Rat	chebi:133977	0
Rat	288309	0
Rat	cpd:C03150	0
Rat	chebi:196991	0
Rat	chebi:58173	0
Rat	chebi:14597	0
Rat	chebi:58052	0
Rat	chebi:60488	0
Rat	cpd:C15497	0
Rat	chebi:63998	0
Rat	cpd:C06547	0
Rat	499689	0
Rat	cpd:C06548	0
Rat	cpd:C07515	0
Rat	499688	0
Rat	306866	0
Rat	cpd:C15493	0
Rat	chebi:31932	0
Rat	24307	0
Rat	cpd:C06793	0
Rat	chebi:50673	0
Rat	cpd:C07643	0
Rat	297029	0
Rat	24423	0
Rat	24424	0
Rat	94199	0
Rat	24306	0
Rat	24426	0
Rat	chebi:63860	0
Rat	299566	0
Rat	25750	0
Rat	chebi:37248	0
Rat	cpd:C07646	0
Rat	78959	0
Rat	290401	0
Rat	chebi:606565	0
Rat	cpd:C14180	0
Rat	116632	0
Rat	116631	0
Rat	cpd:C16365	0
Rat	cpd:C06453	0
Rat	291984	0
Rat	24886	0
Rat	chebi:63845	0
Rat	cpd:C07308	0
Rat	64473	0
Rat	64352	0
Rat	266674	0
Rat	cpd:C16545	0
Rat	chebi:132962	0
Rat	298423	0
Rat	266682	0
Rat	290947	0
Rat	chebi:133940	0
Rat	cpd:C16677	0
Rat	24861	0
Rat	296259	0
Rat	chebi:133817	0
Rat	171445	0
Rat	chebi:57390	0
Rat	116684	0
Rat	cpd:C14497	0
Rat	chebi:63828	0
Rat	chebi:58243	0
Rat	cpd:C03374	0
Rat	360994	0
Rat	chebi:35235	0
Rat	chebi:48416	0
Rat	chebi:63817	0
Rat	chebi:63815	0
Rat	chebi:58471	0
Rat	266761	0
Rat	chebi:57369	0
Rat	312495	0
Rat	171347	0
Rat	chebi:63802	0
Rat	chebi:63800	0
Rat	chebi:58101	0
Rat	cpd:C14397	0
Rat	171341	0
Rat	chebi:63804	0
Rat	292915	0
Rat	cpd:C05851	0
Rat	cpd:C00282	0
Rat	63867	0
Rat	cpd:C14209	0
Rat	chebi:63912	0
Rat	83472	0
Rat	chebi:63911	0
Rat	498999	0
Rat	cpd:C16756	0
Rat	cpd:C00051	0
Rat	24267	0
Rat	cpd:C02592	0
Rat	282827	0
Rat	361510	0
Rat	chebi:62932	0
Rat	361637	0
Rat	chebi:63905	0
Rat	chebi:63904	0
Rat	chebi:35424	0
Rat	cpd:C01031	0
Rat	cpd:C00180	0
Rat	chebi:83782	0
Rat	chebi:35430	0
Rat	chebi:35431	0
Rat	chebi:35432	0
Rat	266685	0
Rat	501907	0
Rat	308190	0
Rat	cpd:C03582	0
Rat	cpd:C00191	0
Rat	25458	0
Rat	cpd:C00193	0
Rat	25331	0
Rat	chebi:49713	0
Rat	690050	0
Rat	cpd:C14769	0
Rat	cpd:C14768	0
Rat	chebi:85505	0
Rat	chebi:85867	0
Rat	cpd:C00483	0
Rat	25426	0
Rat	cpd:C04843	0
Rat	311569	0
Rat	117267	0
Rat	171178	0
Rat	cpd:C14536	0
Rat	303953	0
Rat	293700	0
Rat	25315	0
Rat	chebi:35419	0
Rat	cpd:C01104	0
Rat	cpd:C03765	0
Rat	26760	0
Rat	cpd:C04853	0
Rat	cpd:C00132	0
Rat	298280	0
Rat	cpd:C03642	0
Rat	chebi:35422	0
Rat	cpd:C14770	0
Rat	300691	0
Rat	cpd:C14771	0
Rat	498940	0
Rat	cpd:C11278	0
Rat	chebi:4026	0
Rat	cpd:C00146	0
Rat	cpd:C06800	0
Rat	171072	0
Rat	cpd:C05956	0
Rat	cpd:C13690	0
Rat	cpd:C06804	0
Rat	cpd:C16614	0
Rat	64305	0
Rat	cpd:C06810	0
Rat	chebi:65137	0
Rat	cpd:C00565	0
Rat	cpd:C03954	0
Rat	cpd:C00568	0
Rat	503122	0
Rat	chebi:57762	0
Rat	rno-miR-126a-3p	0
Rat	cpd:C01419	0
Rat	cpd:C01416	0
Rat	cpd:C13645	0
Rat	cpd:C14856	0
Rat	chebi:136579	0
Rat	chebi:29035	0
Rat	cpd:C14851	0
Rat	chebi:32587	0
Rat	cpd:C14853	0
Rat	cpd:C12312	0
Rat	293589	0
Rat	cpd:C07080	0
Rat	chebi:35854	0
Rat	chebi:64043	0
Rat	360268	0
Rat	310201	0
Rat	309465	0
Rat	cpd:C01661	0
Rat	cpd:C02518	0
Rat	361239	0
Rat	chebi:33409	0
Rat	chebi:57977	0
Rat	cpd:C00469	0
Rat	25283	0
Rat	312952	0
Rat	690745	0
Rat	cpd:C00463	0
Rat	cpd:C13650	0
Rat	364994	0
Rat	681913	0
Rat	300981	0
Rat	rno-miR-126a-5p	0
Rat	300983	0
Rat	cpd:C14875	0
Rat	286954	0
Rat	cpd:C00230	0
Rat	cpd:C01327	0
Rat	chebi:87752	0
Rat	cpd:C03622	0
Rat	cpd:C03621	0
Rat	chebi:19138	0
Rat	cpd:C02538	0
Rat	293779	0
Rat	chebi:29129	0
Rat	293653	0
Rat	24299	0
Rat	chebi:29242	0
Rat	25260	0
Rat	chebi:45725	0
Rat	24172	0
Rat	24296	0
Rat	24297	0
Rat	cpd:C18044	0
Rat	100145871	0
Rat	308445	0
Rat	chebi:53107	0
Rat	chebi:32663	0
Rat	chebi:53108	0
Rat	362368	0
Rat	cpd:C18170	0
Rat	25035	0
Rat	cpd:C00530	0
Rat	24188	0
Rat	83783	0
Rat	chebi:32635	0
Rat	cpd:C07054	0
Rat	chebi:32639	0
Rat	286904	0
Rat	cpd:C07295	0
Rat	cpd:C02724	0
Rat	cpd:C01756	0
Rat	25243	0
Rat	cpd:C00427	0
Rat	cpd:C00548	0
Rat	cpd:C01879	0
Rat	chebi:29138	0
Rat	353317	0
Rat	chebi:29132	0
Rat	cpd:C13747	0
Rat	29739	0
Rat	chebi:32649	0
Rat	246263	0
Rat	304078	0
Rat	252931	0
Rat	cpd:C01407	0
Rat	289197	0
Rat	50549	0
Rat	25529	0
Rat	24409	0
Rat	64665	0
Rat	24412	0
Rat	24411	0
Rat	29629	0
Rat	29628	0
Rat	308495	0
Rat	688721	0
Rat	25252	0
Rat	83764	0
Rat	365222	0
Rat	360406	0
Rat	140945	0
Rat	58948	0
Rat	25743	0
Rat	170847	0
Rat	81657	0
Rat	83633	0
Rat	50599	0
Rat	chebi:59888	0
Rat	29713	0
Rat	29718	0
Rat	116560	0
Rat	24949	0
Rat	29179	0
Rat	29130	0
Rat	25748	0
Rat	cpd:C05770	0
Rat	25709	0
Rat	cpd:C05774	0
Rat	29623	0
Rat	cpd:C01051	0
Rat	cpd:C02987	0
Rat	cpd:C00524	0
Rat	cpd:C00486	0
Rat	29421	0
Rat	24451	0
Rat	cpd:C06504	0
Rat	cpd:C06505	0
Rat	cpd:C06506	0
Rat	cpd:C06508	0
Rat	cpd:C02191	0
Rat	691853	0
Rat	317444	0
Rat	154516	0
Rat	24268	0
Rat	24862	0
Rat	cpd:C00853	0
Rat	cpd:C00931	0
Rat	574523	0
Rat	cpd:C01024	0
Rat	cpd:C05787	0
Rat	305264	0
Rat	292737	0
Rat	rno-miR-210-3p	0
Rat	289533	0
Rat	396552	0
Rat	396551	0
Rat	cpd:C05791	0
Rat	289219	0
Rat	83808	0
Rat	309391	0
Rat	687861	0
Rat	24434	0
Rat	309070	0
Rat	500946	0
Rat	cpd:C21284	0
Rat	cpd:C00500	0
Rat	361641	0
Rat	116599	0
Rat	cpd:C00025	0
Rat	cpd:C01079	0
Rat	79239	0
Rat	304024	0
Rat	cpd:C15672	0
Rat	cpd:C15670	0
Rat	117240	0
Rat	301595	0
Rat	65155	0
Rat	396527	0
Rat	cpd:C03263	0
Rat	rno-miR-29b-1-5p	0
Rat	cpd:C00037	0
Rat	685245	0
Rat	cpd:C00430	0
Rat	25374	0
Rat	499335	0
Rat	cpd:C05766	0
Rat	cpd:C05768	0
Rat	361338	0
Rat	289352	0
Rat	64632	0
Rat	302813	0
Rat	cpd:C06423	0
Rat	cpd:C01571	0
Rat	298786	0
Rat	286924	0
Rat	266758	0
Rat	chebi:9254	0
Rat	60627	0
Rat	cpd:C08362	0
Rat	171455	0
Rat	rno-miR-320-3p	0
Rat	116654	0
Rat	cpd:C06424	0
Rat	50556	0
Rat	cpd:C06426	0
Rat	cpd:C06427	0
Rat	cpd:C06428	0
Rat	chebi:77016	0
Rat	245709	0
Rat	cpd:C03242	0
Rat	294075	0
Rat	293142	0
Rat	171562	0
Rat	301265	0
Rat	25608	0
Rat	cpd:C16527	0
Rat	chebi:77224	0
Rat	306515	0
Rat	cpd:C16522	0
Rat	24391	0
Rat	cpd:C01712	0
Rat	680782	0
Rat	59301	0
Rat	252881	0
Rat	364755	0
Rat	65036	0
Rat	294698	0
Rat	cpd:C04230	0
Rat	25253	0
Rat	24482	0
Rat	chebi:71466	0
Rat	299903	0
Rat	301059	0
Rat	113894	0
Rat	24596	0
Rat	310738	0
Rat	365571	0
Rat	295417	0
Rat	296128	0
Rat	298504	0
Rat	362261	0
Rat	291793	0
Rat	316737	0
Rat	361467	0
Rat	29367	0
Rat	chebi:64567	0
Rat	365962	0
Rat	363024	0
Rat	cpd:C00307	0
Rat	287644	0
Rat	294255	0
Rat	25511	0
Rat	chebi:64483	0
Rat	chebi:11230	0
Rat	29510	0
Rat	cpd:C00416	0
Rat	29194	0
Rat	315298	0
Rat	114113	0
Rat	305012	0
Rat	290627	0
Rat	113886	0
Rat	293502	0
Rat	501059	0
Rat	85248	0
Rat	84392	0
Rat	360426	0
Rat	690073	0
Rat	294324	0
Rat	313254	0
Rat	294286	0
Rat	246209	0
Rat	140932	0
Rat	360953	0
Rat	303575	0
Rat	64189	0
Rat	314473	0
Rat	289309	0
Rat	117548	0
Rat	311478	0
Rat	362466	0
Rat	171304	0
Rat	289397	0
Rat	361308	0
Rat	363288	0
Rat	300053	0
Rat	353302	0
Rat	303659	0
Rat	306809	0
Rat	296284	0
Rat	289350	0
Rat	309523	0
Rat	24373	0
Rat	114561	0
Rat	366275	0
Rat	25433	0
Rat	300160	0
Rat	64152	0
Rat	691984	0
Rat	293451	0
Rat	362035	0
Rat	500257	0
Rat	24771	0
Rat	25181	0
Rat	304322	0
Rat	302302	0
Rat	296733	0
Rat	314771	0
Rat	293186	0
Rat	25592	0
Rat	282821	0
Rat	chebi:63503	0
Rat	81682	0
Rat	50568	0
Rat	294449	0
Rat	295934	0
Rat	291577	0
Rat	297554	0
Rat	cpd:C00181	0
Rat	chebi:63850	0
Rat	chebi:64024	0
Rat	cpd:C00984	0
Rat	chebi:63853	0
Rat	chebi:63851	0
Rat	chebi:63852	0
Rat	84468	0
Rat	691394	0
Rat	303218	0
Rat	302489	0
Rat	365583	0
Rat	29139	0
Rat	292155	0
Rat	25216	0
Rat	316533	0
Rat	64507	0
Rat	25694	0
Rat	chebi:63846	0
Rat	299907	0
Rat	301525	0
Rat	295430	0
Rat	84406	0
Rat	81651	0
Rat	84400	0
Rat	286974	0
Rat	367145	0
Rat	297865	0
Rat	317322	0
Rat	314694	0
Rat	chebi:29991	0
Rat	58920	0
Rat	25393	0
Rat	chebi:63666	0
Rat	29633	0
Rat	363618	0
Rat	290959	0
Rat	684979	0
Rat	291015	0
Rat	64537	0
Rat	291770	0
Rat	171517	0
Rat	316325	0
Rat	25406	0
Rat	360630	0
Rat	298690	0
Rat	116673	0
Rat	chebi:63810	0
Rat	364675	0
Rat	chebi:63808	0
Rat	292999	0
Rat	chebi:63809	0
Rat	293722	0
Rat	64544	0
Rat	307859	0
Rat	117108	0
Rat	266805	0
Rat	chebi:63645	0
Rat	114002	0
Rat	299825	0
Rat	306375	0
Rat	chebi:63807	0
Rat	chebi:63805	0
Rat	64158	0
Rat	690209	0
Rat	311886	0
Rat	311802	0
Rat	290626	0
Rat	302661	0
Rat	300963	0
Rat	315423	0
Rat	683722	0
Rat	29479	0
Rat	305467	0
Rat	367153	0
Rat	360672	0
Rat	308064	0
Rat	252921	0
Rat	293844	0
Rat	316531	0
Rat	291540	0
Rat	296554	0
Rat	310344	0
Rat	314787	0
Rat	60347	0
Rat	500069	0
Rat	29214	0
Rat	81740	0
Rat	29213	0
Rat	192228	0
Rat	680477	0
Rat	305288	0
Rat	305882	0
Rat	288740	0
Rat	290985	0
Rat	chebi:33739	0
Rat	chebi:49883	0
Rat	102550385	0
Rat	362776	0
Rat	500694	0
Rat	360826	0
Rat	64022	0
Rat	59325	0
Rat	304805	0
Rat	65207	0
Rat	24779	0
Rat	171015	0
Rat	54231	0
Rat	29242	0
Rat	25240	0
Rat	310218	0
Rat	cpd:C00288	0
Rat	365345	0
Rat	406162	0
Rat	298947	0
Rat	24335	0
Rat	497931	0
Rat	cpd:C00925	0
Rat	294515	0
Rat	83504	0
Rat	100361294	0
Rat	298518	0
Rat	25734	0
Rat	287610	0
Rat	cpd:C00088	0
Rat	304485	0
Rat	chebi:57743	0
Rat	cpd:C00533	0
Rat	chebi:18022	0
Rat	chebi:55376	0
Rat	24599	0
Rat	chebi:133907	0
Rat	316519	0
Rat	303413	0
Rat	24600	0
Rat	chebi:33101	0
Rat	chebi:24757	0
Rat	64535	0
Rat	499349	0
Rat	116561	0
Rat	64512	0
Rat	317674	0
Rat	306782	0
Rat	360678	0
Rat	691209	0
Rat	29501	0
Rat	54300	0
Rat	rno-miR-92a-3p	0
Rat	308069	0
Rat	171373	0
Rat	59323	0
Rat	297930	0
Rat	25741	0
Rat	24333	0
Rat	24651	0
Rat	cpd:C01096	0
Rat	316265	0
Rat	24334	0
Rat	cpd:C01094	0
Rat	315722	0
Rat	chebi:19324	0
Rat	292804	0
Rat	25060	0
Rat	24189	0
Rat	289608	0
Rat	54283	0
Rat	25438	0
Rat	24383	0
Rat	24385	0
Rat	chebi:59776	0
Rat	chebi:58289	0
Rat	66020	0
Rat	24638	0
Rat	24959	0
Rat	cpd:C01231	0
Rat	60416	0
Rat	chebi:58272	0
Rat	cpd:C00665	0
Rat	24191	0
Rat	chebi:32966	0
Rat	24849	0
Rat	chebi:57604	0
Rat	rno-miR-122-5p	0
Rat	25059	0
Rat	24640	0
Rat	25058	0
Rat	24642	0
Rat	24644	0
Rat	25658	0
Rat	cpd:C00158	0
Rat	117276	0
Rat	65152	0
Rat	680127	0
Rat	chebi:77802	0
Rat	chebi:57731	0
Rat	chebi:74414	0
Rat	313574	0
Rat	cpd:C00881	0
Rat	chebi:60784	0
Rat	chebi:58576	0
Rat	cpd:C00906	0
Rat	cpd:C00526	0
Rat	chebi:57966	0
Rat	289801	0
Rat	287368	0
Rat	chebi:57720	0
Rat	295620	0
Rat	312373	0
Rat	cpd:C00214	0
Rat	315219	0
Rat	chebi:11892	0
Rat	cpd:C00299	0
Rat	cpd:C00178	0
Rat	cpd:C00475	0
Rat	493909	0
Rat	316421	0
Rat	114106	0
Rat	24895	0
Rat	316424	0
Rat	685222	0
Rat	120093075	0
Rat	361504	0
Rat	cpd:C15492	0
Rat	103691092	0
Rat	293989	0
Rat	64047	0
Rat	cpd:C02110	0
Rat	24300	0
Rat	cpd:C02075	0
Rat	29277	0
Rat	171521	0
Rat	360420	0
Rat	cpd:C11061	0
Rat	29646	0
Rat	170509	0
Rat	246298	0
Rat	cpd:C03455	0
Rat	361523	0
Rat	266603	0
Rat	366791	0
Rat	266686	0
Rat	286953	0
Rat	cpd:C02094	0
Rat	29651	0
Rat	286964	0
Rat	299511	0
Rat	353252	0
Rat	362757	0
Rat	83790	0
Rat	292728	0
Rat	cpd:C16679	0
Rat	288517	0
Rat	170635	0
Rat	cpd:C00376	0
Rat	cpd:C00899	0
Rat	363471	0
Rat	154985	0
Rat	314264	0
Rat	25642	0
Rat	171518	0
Rat	313689	0
Rat	116676	0
Rat	cpd:C16681	0
Rat	cpd:C16682	0
Rat	171352	0
Rat	cpd:C16680	0
Rat	297805	0
Rat	29298	0
Rat	rno-miR-23b-3p	0
Rat	89826	0
Rat	25011	0
Rat	690953	0
Rat	54349	0
Rat	84497	0
Rat	29295	0
Rat	103691072	0
Rat	cpd:C00942	0
Rat	171115	0
Rat	81743	0
Rat	140928	0
Rat	191569	0
Rat	63885	0
Rat	308899	0
Rat	25523	0
Rat	29691	0
Rat	25589	0
Rat	315330	0
Rat	64193	0
Rat	305343	0
Rat	290577	0
Rat	363481	0
Rat	83785	0
Rat	rno-miR-150-5p	0
Rat	114110	0
Rat	114111	0
Rat	rno-miR-203a-3p	0
Rat	25749	0
Rat	293735	0
Rat	365391	0
Rat	304315	0
Rat	292168	0
Rat	286920	0
Rat	689103	0
Rat	63866	0
Rat	83514	0
Rat	365946	0
Rat	312896	0
Rat	309135	0
Rat	192675	0
Rat	497948	0
Rat	361586	0
Rat	cpd:C00366	0
Rat	29465	0
Rat	299714	0
Rat	171497	0
Rat	364973	0
Rat	309139	0
Rat	66026	0
Rat	100361584	0
Rat	362053	0
Rat	296655	0
Rat	29233	0
Rat	79123	0
Rat	29232	0
Rat	362247	0
Rat	282822	0
Rat	314847	0
Rat	308015	0
Rat	308016	0
Rat	294329	0
Rat	679958	0
Rat	499474	0
Rat	63882	0
Rat	266730	0
Rat	116469	0
Rat	114246	0
Rat	25688	0
Rat	287715	0
Rat	79430	0
Rat	83810	0
Rat	25122	0
Rat	116477	0
Rat	25364	0
Rat	140933	0
Rat	301111	0
Rat	cpd:C13051	0
Rat	292597	0
Rat	317420	0
Rat	246215	0
Rat	295586	0
Rat	24768	0
Rat	24767	0
Rat	79425	0
Rat	89823	0
Rat	306811	0
Rat	171143	0
Rat	367318	0
Rat	171384	0
Rat	303746	0
Rat	291434	0
Rat	81729	0
Rat	689025	0
Rat	100360841	0
Rat	25347	0
Rat	25348	0
Rat	293054	0
Rat	100363439	0
Rat	362952	0
Rat	28298	0
Rat	192234	0
Rat	309176	0
Rat	501582	0
Rat	291206	0
Rat	365560	0
Rat	65136	0
Rat	291685	0
Rat	298517	0
Rat	103694404	0
Rat	294282	0
Rat	681429	0
Rat	300253	0
Rat	64298	0
Rat	287635	0
Rat	294963	0
Rat	293754	0
Rat	297799	0
Rat	361883	0
Rat	363707	0
Rat	690468	0
Rat	690345	0
Rat	311903	0
Rat	363023	0
Rat	301552	0
Rat	108349682	0
Rat	289143	0
Rat	103689992	0
Rat	102555453	0
Rat	296596	0
Rat	29258	0
Rat	29257	0
Rat	299628	0
Rat	497876	0
Rat	292964	0
Rat	100365810	0
Rat	117019	0
Rat	298700	0
Rat	64514	0
Rat	81768	0
Rat	81769	0
Rat	691947	0
Rat	81775	0
Rat	81776	0
Rat	chebi:83690	0
Rat	362631	0
Rat	690845	0
Rat	81772	0
Rat	81773	0
Rat	81774	0
Rat	497860	0
Rat	362517	0
Rat	81770	0
Rat	683519	0
Rat	691393	0
Rat	288599	0
Rat	64640	0
Rat	293149	0
Rat	103694169	0
Rat	288916	0
Rat	294230	0
Rat	81764	0
Rat	81765	0
Rat	81766	0
Rat	81767	0
Rat	29236	0
Rat	103692785	0
Rat	309140	0
Rat	81763	0
Rat	100362684	0
Rat	689284	0
